"t_state","t_county","tot_cap","avg_p_cap","avg_hh","avg_rd","ordinance","t_manu","turbines","t_model","t_rsa","t_ttlh","fraction_of_usable_area","capacity","wind_speed","capacity_factor","area_2010"
"OK","Comanche",146.85,91.4447368421053,76.9473684210526,75.4736842105263,0,"GE Wind",95,"GE1.5-77",4478.01136842105,114.784210526316,0.8213,13.5061728395062,8.51839506172839,0.482246913580247,1069.29
"OK","Custer",846.5,728.657060518732,86.3371757925072,115.734870317003,0,"GE Wind",347,"GE 2.8-127",10756.0544380403,144.234293948127,0.977521142857143,15.7257142857143,8.19942857142857,0.463314285714286,988.82
"OK","Dewey",853.3,175.964516129032,80.4838709677419,100.377880184332,0,"GE Wind",434,"GE1.7-100",7925.68820276498,130.72534562212,0.93872256097561,15.3292682926829,8.72512195121951,0.504128048780488,999.48
"OK","Ellis",176.5,221.745205479452,88.1643835616438,106.630136986301,0,"Vestas",73,"V100-2.0",8982.41643835616,141.404109589041,0.987095364238411,15.8344370860927,8.56937086092715,0.490930463576159,1231.52
"OK","Garfield",724.78,210.95938718663,82.7910863509749,102.147632311978,0,"GE Wind",359,"GE1.68-82.5",8391.86292479109,133.889136490251,1,16,8.2955737704918,0.476967213114754,1058.47
"OK","Grady",535.475,137.794405594406,82.1818181818182,105.79020979021,0,"GE Wind",286,"GE2.0-116",8869.81405594406,135.141258741259,0.938146296296296,15.2592592592593,7.86888888888889,0.446222222222222,1100.5
"OK","Grant",467.54,159.303786407767,80.7766990291262,106.364077669903,0,"Siemens",206,"SWT-2.3-108",8970.36495145631,134.04854368932,1,16,8.04,0.4549,1000.87
"OK","Harper",273.9,65.8360248447205,79.6645962732919,81.611801242236,0,"GE Wind",161,"GE1.5-77",5250.28956521739,120.562111801242,0.978246564885496,15.7557251908397,8.11603053435114,0.450618320610687,1039.02
"OK","Johnston",226.5,303.5,89,125.690476190476,0,"GE Wind",84,"GE2.75-127",12417.765,151.745238095238,0.982346666666667,15.8666666666667,7.562,0.435,642.94
"OK","Kay",1013.475,266.031575757576,88.4363636363636,121.69696969697,0,"Siemens",330,"SWT-2.3-108",11837.1725757576,149.366363636364,0.9832,16,7.84833333333333,0.443,919.73
"OK","Kingfisher",488.95,219.236910994764,83.651832460733,112.17277486911,0,"Vestas",191,"V100-2.0",10005.0894764398,139.789528795812,0.84546,14.1333333333333,7.88533333333333,0.473866666666667,898.16
"OK","Kiowa",188.4,147.565048543689,71.9223300970874,96.6747572815534,0,"Vestas",103,"V110-2.0",7494.40737864078,120.226213592233,0.932851034482759,15.2689655172414,8.26048275862069,0.462793103448276,1015.23
"OK","Logan",6.3,299.25,87.5,125,0,"Nordex",2,"AW125/3150",12271.85,150,0.890175,14.75,7.36625,0.3971875,743.83
"OK","Major",276.36,285.162040816327,89,127,0,"GE Wind",98,"GE2.82-127",12667.69,152.408163265306,0.991423076923077,15.9230769230769,8.48192307692308,0.485346153846154,954.99
"OK","Murray",486.1,132.170833333333,88.3958333333333,116.145833333333,0,"Vestas",192,"V100-2.0",10885.9456770833,146.540104166667,0.997467346938775,16,8.38081632653061,0.481142857142857,416.46
"OK","Noble",372.1,280.443356643357,89.1608391608392,119.846153846154,0,"GE Wind",143,"GE2.5-116",11302.3654545455,149.148951048951,0.892571428571429,14.5714285714286,7.74571428571429,0.434142857142857,731.9
"OK","Osage",150.36,150.36,80,100,0,"GE Wind",84,"GE1.79-100",7853.98,130.1,0.883319512195122,15.0731707317073,7.46414634146341,0.412146341463415,2246.36
"OK","Pontotoc",63.25,303.5,89,127,0,"GE Wind",23,"GE2.75-127",12667.69,152.4,0.982169047619048,15.8095238095238,8.16023809523809,0.465904761904762,720.44
"OK","Pushmataha",96.6,100.05,105,136,0,"Vestas",28,"V136-3.45",14526.72,173.1,0.735503225806452,12.6451612903226,8.0341935483871,0.485870967741935,1395.84
"OK","Roger Mills",429.56,115.606083333333,79.45,87,0,"Acciona",240,"AW77/1500",5977.79204166667,123.032083333333,0.992765476190476,15.9166666666667,8.48339285714286,0.479982142857143,1141.14
"OK","Stephens",99.6,249,80,116,0,"GE Wind",48,"GE2.0-116",10568.32,138.1,0.898506451612903,15.0322580645161,7.82322580645161,0.452225806451613,870.24
"OK","Texas",220,185.454545454545,80,105.909090909091,0,"Vestas",110,"V110-2.0",8837.08709090909,132.98,0.991502482269504,15.886524822695,8.03106382978723,0.436425531914894,2041.26
"OK","Washita",171.6,113.016326530612,80,93.4897959183673,0,"GE Wind",98,"GE1.6-82.5",6998.09673469388,126.779591836735,0.993069135802469,15.9506172839506,8.30876543209876,0.475141975308642,1003.17
"OK","Woods",121.26,199.4,89,127,0,"GE Wind",43,"GE2.82-127",12667.69,152.4,0.977861111111111,15.8888888888889,8.23833333333333,0.468166666666667,1286.45
"OK","Woodward",693.2,141.568810289389,84.1752411575563,103.827974276527,0,"GE Wind",311,"SWT-2.3-101",8594.90533762058,136.11575562701,0.9681,15.6172248803828,8.57617224880383,0.489023923444976,1242.4
"OR","Baker",53,8.64516129032258,72.258064516129,101.483870967742,1,"GE Wind",31,"GE2.0-116",8778.37096774194,123.061290322581,0.903579487179487,14.9230769230769,5.31358974358974,0.257128205128205,3068.36
"OR","Gilliam",1551.65,157.163197278912,79.4517006802721,94.8965986394558,0,"GE Wind",735,"S88",7564.19859863946,126.926530612245,0.754306134969325,12.8343558282209,6.76386503067485,0.366668711656442,1204.81
"OR","Morrow",661.04,227.774007220217,85.5487364620939,114.373646209386,0,"GE Wind",277,"GE2.5-127",10546.5510108303,142.695667870036,0.832942233009709,14.0582524271845,6.63572815533981,0.336,2031.61
"OR","Sherman",1262.7,144.224386252046,81.2111292962357,90.6890343698854,0,"GE Wind",611,"SWT-2.3-93",6704.30008183306,126.603273322422,0.857398850574713,14.1724137931034,7.18741379310345,0.38616091954023,823.69
"OR","Umatilla",365.69,65.9797464788732,59.6112676056338,59.6594366197183,1,"Vestas",355,"V47-0.66",3018.32977464789,89.4270422535211,0.834630627306273,13.9852398523985,6.65014760147601,0.331605166051661,3215.51
"OR","Union",100.65,95.8081967213115,70,82,0,"Vestas",61,"V82-1.65",5281.02,110.9,0.84342905982906,14.2051282051282,7.17931623931624,0.372726495726496,2036.61
"PA","Blair",118,56.135593220339,84.7118644067797,87.9152542372881,0,"Gamesa",59,"G87-2.0",6071.91559322034,128.767796610169,0.78997625,13.375,7.574,0.4056,525.8
"PA","Bradford",60,100.5,80,77,0,"GE Wind",40,"GE1.5-77",4656.63,118.6,0.779939024390244,13.4146341463415,8.41292682926829,0.500634146341463,1147.4
"PA","Cambria",267.5,67.1875,86.5833333333333,92.125,0,"Gamesa",120,"G87-2.0",6689.53166666667,132.674166666667,0.857329545454545,14.2954545454545,8.00443181818182,0.454488636363636,688.35
"PA","Centre",18,50,100,90,0,"Gamesa",9,"G90-2.0",6361.73,145.1,0.93618,15.36,7.7356,0.42368,1109.92
"PA","Columbia",10,26,78,87,0,"Gamesa",5,"G87-2.0",5944.68,121.6,0.885552,14.96,7.5904,0.4548,483.11
"PA","Fayette",61,36.6060606060606,74.2121212121212,82,1,"Gamesa",33,"G87-2.0",5326.18,115.29696969697,0.772664814814815,13.2592592592593,7.5412962962963,0.428638888888889,790.34
"PA","Lancaster",3.2,3.2,80,82.5,0,"GE Wind",2,"GE1.6-82.5",5345.62,121.3,0.86925,14,6.88,0.398,943.81
"PA","Luzerne",24,24,78,87,1,"Gamesa",12,"G87-2.0",5944.68,121.6,0.727608771929825,12.5263157894737,7.9459649122807,0.471736842105263,890.33
"PA","Lycoming",69,69,80,101,1,"Siemens",30,"SWT-2.3-101",8011.85,130.5,0.982833333333333,16,7.39111111111111,0.433111111111111,1228.59
"PA","Potter",90,90,125.96,137,0,"GE Wind",25,"GE3.6-137",14741.14,194.56,0.90682523364486,15.0467289719626,7.74009345794393,0.466065420560748,1081.32
"PA","Schuylkill",118,91.6949152542373,78,83.5423728813559,1,"Gamesa",59,"G83-2.0",5483.02627118644,119.784745762712,0.756782222222222,12.7777777777778,7.54355555555556,0.446455555555556,778.63
"PA","Somerset",372.5,72.8020202020202,84.8090909090909,85.0858585858586,1,"GE Wind",198,"MM92",5756.68131313131,127.392424242424,0.852651973684211,14.1973684210526,8.25592105263158,0.448342105263158,1074.37
"PA","Tioga",40.5,100.5,80,77,0,"GE Wind",27,"GE1.5-77",4656.63,118.592592592593,0.953027586206897,15.5862068965517,7.66206896551724,0.457620689655172,1133.79
"PA","Wayne",64.5,64.5,65,70.5,0,"GE Wind",43,"GE1.5-70.5",3903.63,100.3,0.7963953125,13.5625,8.058125,0.475765625,725.6
"PA","Wyoming",140.8,140.8,94.7727272727273,82.5,0,"GE Wind",88,"GE1.6-82.5",5345.62,135.925,0.800685365853659,13.7560975609756,8.34439024390244,0.493658536585366,397.32
"RI","Kent",15,3.3,85,82.3,0,"Vensys",10,"Vensys82",5319.73,126.2,0.7643,12.8571428571429,7.21,0.437142857142857,168.53
"RI","Newport",1.5,1.5,85,82.3,0,"Vensys",1,"Vensys82",5319.73,126.2,0.313214285714286,6.57142857142857,7.25428571428571,0.443428571428571,102.39
"RI","Providence",30,3.23076923076923,82.3076923076923,102.461538461538,0,"Vensys",13,"Vensys120",8527.24846153846,133.507692307692,0.816547727272727,13.6363636363636,7.24136363636364,0.441681818181818,409.5
"RI","Washington",31.5,25.25,102.5,138.666666666667,0,"GE Wind",6,"Haliade 150-6",15606.3866666667,171.9,0.660982089552239,11.2238805970149,7.59776119402985,0.464358208955224,329.24
"SD","Aurora",100.2,71.8838709677419,80,82.6612903225806,0,"GE Wind",62,"GE1.5-77",5514.7785483871,121.429032258065,0.999331111111111,16,7.93355555555556,0.446911111111111,708.43
"SD","Bon Homme",140.2,189.858536585366,104.146341463415,127.243902439024,1,"GE Wind",41,"GE3.8-137",13024.7575609756,167.829268292683,0.9385,15.125,7.204375,0.3745625,563.7
"SD","Brookings",360.8,133.174301675978,80.8882681564246,93.4301675977654,1,"Gamesa",179,"G87-2.0",7096.10474860335,127.664245810056,0.934730136986301,15.1780821917808,8.12808219178082,0.465945205479452,792.21
"SD","Brule",65.3,48.1025641025641,78.974358974359,85.1282051282051,0,"GE Wind",39,"GE1.5-77",5927.06102564103,121.628205128205,0.9535,15.4444444444444,7.93166666666667,0.443277777777778,817.24
"SD","Butte",106.4,106.4,89,127,0,"GE Wind",38,"GE2.8-127",12667.69,152.4,0.890088650963597,14.7665952890792,7.96518201284797,0.415173447537473,2249.9
"SD","Campbell",93.5,95,80,103,0,"GE Wind",55,"GE1.7-103",8332.29,131.4,1,16,7.91,0.437,733.68
"SD","Charles Mix",107.35,148.075,95,112,0,"GE Wind",38,"GE1.85-87",10342.91,151,1,16,7.75117647058824,0.424823529411765,1097.49
"SD","Clark",229.79,185.6975,88.75,112.375,1,"GE Wind",88,"GE2.72-116",9990.365,145.0125,0.985111194029851,15.8358208955224,8.01791044776119,0.453134328358209,957.6
"SD","Codington",288.2,200.32619047619,89.3650793650794,116,1,"GE Wind",126,"GE2.3-116",10568.32,147.465079365079,0.998082,16,8.3778,0.48202,688.5
"SD","Day",105.6,105.6,80,91,0,"GE Wind",66,"GE1.6-91",6503.88,125.6,0.996492452830189,15.9622641509434,8.11377358490566,0.458283018867925,1027.87
"SD","Deuel",554.32,237.869238095238,87.8619047619048,120.595238095238,1,"GE Wind",210,"GE2.82-127",11549.451,148.115714285714,0.984141538461539,15.8230769230769,8.42038461538461,0.485219230769231,622.69
"SD","Grant",122.8,179.461111111111,98,130.666666666667,1,"GE Wind",36,"GE2.3-116",13620.9022222222,163.433333333333,1,16,8.21739130434783,0.462989130434783,681.46
"SD","Hand",25,25,80,89,0,"Clipper",10,"C89",6221.14,124.4,0.925397345132743,15.1150442477876,8.21893805309734,0.46453982300885,1436.61
"SD","Hutchinson",48.6,112.180952380952,87.1428571428571,98.9047619047619,0,"GE Wind",21,"GE1.85-87",8039.07523809524,136.542857142857,1,16,8.25259259259259,0.473111111111111,812.9
"SD","Hyde",263.54,198.286055045872,83.8073394495413,104.729357798165,1,"GE Wind",109,"GE2.72-116",8917.43348623853,136.259633027523,0.948041420118343,15.4437869822485,8.15372781065089,0.455786982248521,860.52
"SD","Jerauld",91.5,61.2540983606557,80,84.8032786885246,0,"GE Wind",61,"GE1.5-91",5686.24475409836,122.501639344262,0.949153658536585,15.390243902439,8.00987804878049,0.448878048780488,526.23
"SD","McPherson",88.5,88.5,80,82,1,"Acciona",59,"AW82/1500",5281.02,121,0.897242857142857,14.8571428571429,8.53714285714286,0.495428571428571,1136.64
"SD","Roberts",62.4,153.6,108,149,0,"Nordex",13,"N149/4.8",17436.63,182.6,0.891405882352941,14.5882352941176,8.22882352941176,0.475882352941176,1101.04
"TN","Anderson",27,27,80,80,0,"Vestas",15,"V80-1.8",5026.55,120.1,0.58963125,10.25,7.33,0.4183125,337.16
"TX","Andrews",149.46,160.527169811321,89,127,0,"GE Wind",53,"GE2.82-127",12667.69,152.401886792453,0.82556,14,7.554,0.3876,1500.71
"TX","Archer",358.4,158.953191489362,80,99.5957446808511,0,"GE Wind",188,"GE1.62-91",7856.8714893617,129.865957446808,1,16,7.98555555555556,0.453333333333333,903.11
"TX","Armstrong",68,150,80,110,0,"Vestas",34,"V110-2.0",9503.32,135,0.963409803921569,15.5490196078431,7.87235294117647,0.412754901960784,909.11
"TX","Bailey",120.75,148.35,87,126,0,"Vestas",35,"V126-3.45",12468.98,150,1,16,7.80863636363636,0.406772727272727,826.8
"TX","Baylor",330.24,229.225043478261,90.3826086956522,121.930434782609,0,"GE Wind",115,"AW116/3000",11700.1542608696,151.293913043478,0.888573684210526,14.4210526315789,7.57438596491228,0.415175438596491,867.48
"TX","Bee",333.32,277.266736842105,100.305263157895,140.894736842105,0,"Vestas",95,"V150-4.0",15746.218,170.76,0.853830434782609,14.3478260869565,7.07478260869565,0.390565217391304,880.24
"TX","Borden",575.85,177.754522613065,77.5075376884422,84.3603015075377,0,"Mitsubishi",398,"MWT62/1.0",5975.86346733668,119.727386934673,0.90880303030303,14.969696969697,7.80030303030303,0.412787878787879,897.44
"TX","Briscoe",233.85,167.073170731707,80,91.4390243902439,0,"GE Wind",123,"GE1.85-87",6596.63609756098,125.687804878049,0.877310945273632,14.6069651741294,8.25044776119403,0.424820895522388,900
"TX","Callahan",399,287.177083333333,86.625,128.6875,0,"Siemens Gamesa Renewable Energy",96,"SG 5.0-145",13540.66,150.996875,0.836931914893617,14.2127659574468,8.06617021276596,0.472468085106383,899.37
"TX","Cameron",711.35,170.41814516129,89.1592741935484,122.600806451613,0,"Nordex",248,"AW125/3150",11825.4856048387,150.473387096774,0.75939,12.6,7.542,0.4112,890.92
"TX","Carson",1079.05,160.824709677419,78.4774193548387,90.9927419354839,0,"GE Wind",620,"GE1.79-100",6701.72969354839,124.008709677419,0.992603278688525,15.9508196721311,8.61573770491803,0.489065573770492,920.22
"TX","Castro",575.7,289.614893617021,80,99.3404255319149,0,"GE Wind",282,"GE1.85-87",7912.18638297872,129.655673758865,1,16,8.34454545454545,0.459454545454545,894.43
"TX","Clay",204.085,204.09,80,103,0,"GE Wind",119,"GE1.715-103",8332.29,131.4,0.8453,14.3571428571429,7.7375,0.45975,1088.72
"TX","Cochran",150.59,150.59,80,114.835820895522,0,"GE Wind",67,"GE2.3-116",10368.0785074627,137.5,0.98085,16,7.825,0.409,775.15
"TX","Coke",707.12,377.247215189873,83.6772151898734,102.21582278481,0,"GE Wind",316,"GE2.72-116",8632.78848101266,134.812025316456,0.822873529411765,13.8823529411765,7.46441176470588,0.408352941176471,911.47
"TX","Comanche",224.1,200.087878787879,81.8181818181818,108.242424242424,0,"Siemens",99,"SWT-2.3-108",9202.38787878788,136.027272727273,0.8963625,15,8.11625,0.513,937.75
"TX","Concho",640.35,405.076764705882,98.4470588235294,137.858823529412,0,"Vestas",170,"V150-4.2",15058.8363529412,167.445294117647,1,16,8.53545454545455,0.532090909090909,983.8
"TX","Cooke",425.655,139.074413407821,80.5446927374302,108.067039106145,0,"GE Wind",179,"GE1.6-91",9432.51586592179,134.643575418994,0.902182352941176,15.0588235294118,7.99,0.469705882352941,874.76
"TX","Crockett",1002,428.513841961853,88.1089918256131,126.351498637602,0,"GE Wind",367,"GE2.82-127",12545.3347956403,151.209536784741,0.865271428571429,14.7142857142857,8.02625,0.439678571428571,2807.33
"TX","Crosby",217.68,175.306206896552,80,104.956896551724,0,"GE Wind",116,"GE1.715-103",8693.24974137931,132.445689655172,0.92049375,15.0625,8.45875,0.4405,900.2
"TX","Dawson",198.69,211.22,80,100,0,"GE Wind",111,"GE1.79-100",7853.98,130.1,1,16,7.93,0.423,900.31
"TX","Deaf Smith",331,173.742236024845,84.6583850931677,98.472049689441,0,"Siemens",161,"SWT-2.3-108",7676.2849689441,133.927329192547,0.909618518518518,14.976430976431,8.5252861952862,0.45786531986532,1496.87
"TX","Dickens",150,150,80,77,0,"GE Wind",100,"GE1.5-77",4656.63,118.6,0.880974482758621,14.7172413793103,8.45786206896552,0.439027586206897,901.72
"TX","Donley",122,174,80,100,0,"Vestas",61,"V100-2.0",7853.98,130.1,1,16,8.11740740740741,0.436148148148148,926.89
"TX","Duval",127.5,300,89,127,0,"GE Wind",51,"GE2.5-127",12667.69,152.4,0.897402173913043,14.8695652173913,7.42652173913043,0.436913043478261,1793.48
"TX","Eastland",32,48,80,110,0,"Vestas",16,"V110-2.0",9503.32,135,0.847196153846154,14.1538461538462,8.40307692307692,0.519653846153846,926.49
"TX","Ector",13.5,152.61,80,77,0,"GE Wind",9,"GE1.5-77",4656.63,118.6,1,16,8.0475,0.426875,897.69
"TX","Erath",116.05,88.7959459459459,85.4864864864865,121.810810810811,0,"Vestas",37,"V126-3.45",11688.4864864865,146.383783783784,0.950583333333333,15.5555555555556,8.42333333333333,0.527,1083.07
"TX","Fisher",625.18,319.071968503937,88.5787401574803,104.415748031496,0,"Siemens Gamesa Renewable Energy",254,"SG-3.465-132",9250.37921259843,140.858267716535,1,16,8.47,0.481,898.94
"TX","Floyd",1018.33,208.980952380952,82.3730158730159,104.986394557823,0,"Vestas",441,"V100-2.0",8694.99337868481,134.883446712018,0.891793360995851,14.804979253112,8.54203319502075,0.432850622406639,992.14
"TX","Foard",345.24,350.28,89,127,0,"GE Wind",137,"GE2.5-127",12667.69,152.4,1,16,8.07,0.452,704.4
"TX","Garza",154.62,239.677611940299,85.5074626865672,111.328358208955,0,"GE Wind",67,"GE2.82-127",10039.536119403,141.074626865672,0.8960375,14.75,8.12625,0.4285,893.41
"TX","Glasscock",857.68,167.135572519084,81.7099236641221,101.641221374046,0,"GE Wind",393,"GE1.79-100",8302.82707379135,132.552162849873,1,16,8.34111111111111,0.466,900.22
"TX","Gray",86.55,198.825,80,100,0,"GE Wind",48,"GE1.79-100",7853.98,130.1,0.985376056338028,15.830985915493,8.59746478873239,0.486352112676056,925.97
"TX","Hale",478,478,92.652719665272,115.422594142259,0,"Vestas",239,"V116-2.0",10465.830460251,150.454393305439,0.9814575,15.8,8.08625,0.440525,1004.68
"TX","Hansford",257.6,120.114093959732,79.744966442953,83.7986577181208,0,"GE Wind",149,"GE1.5-77",5571.45765100671,121.742953020134,0.9980048,15.984,8.2728,0.4624,919.81
"TX","Hardeman",232.7,186.400842105263,88.3789473684211,123.473684210526,0,"GE Wind",95,"GE2.5-127",12015.3214736842,150.037894736842,1,16,7.93,0.442,695.11
"TX","Hartley",4.2,4.2,90,96,0,"Suzlon",2,"S95",7239.015,137.95,1,16,8.24653846153846,0.447923076923077,1462.03
"TX","Haskell",436.3,241.049723756906,85.524861878453,116,0,"GE Wind",181,"GE2.5-116",10568.32,143.624861878453,1,16,7.62,0.4155,903.13
"TX","Hemphill",112.85,288.6,80,87,0,"GE Wind",61,"GE1.85-87",5944.68,123.4,1,16,8.33646464646465,0.464909090909091,906.29
"TX","Hidalgo",223.6,134.320720720721,81,110.720720720721,0,"Vestas",111,"V110-2.0",9633.51171171171,136.367567567568,0.7529375,12.6875,7.0125,0.4045625,1570.87
"TX","Hill",128.12,301.36,89.8913043478261,125.804347826087,0,"GE Wind",46,"GE2.82-127",12439.4976086957,152.871739130435,0.992533333333333,16,7.12333333333333,0.403333333333333,958.86
"TX","Howard",339.51,115.325639534884,79.8372093023256,99.2325581395349,0,"GE Wind",172,"GE1.79-100",7776.60802325581,129.552325581395,0.864066,14.12,8.1386,0.44806,900.79
"TX","Hutchinson",20,10,80,80,0,"DeWind",10,"D8.2",5026.55,120.1,0.98566049382716,15.8024691358025,8.18432098765432,0.447506172839506,887.42
"TX","Irion",384.7,277.717791411043,87.5460122699387,119.803680981595,0,"GE Wind",163,"GE2.5-127",11415.6824539877,147.400613496933,0.999125,16,6.99875,0.376125,1051.56
"TX","Jack",354,127.401129943503,90.9887005649718,92.090395480226,0,"Gamesa",177,"G90-2.0",6684.05062146893,137.132768361582,0.8439,14.2857142857143,8.19625,0.510428571428571,910.66
"TX","Jim Hogg",70,78,80,116,0,"GE Wind",35,"GE2.0-116",10568.32,138.1,0.939576666666667,15.2666666666667,7.19633333333333,0.417066666666667,1136.14
"TX","Kenedy",1082,220.8859030837,83.3314977973568,100.590308370044,0,"Mitsubishi",454,"MWT92/2.4",8052.3859030837,133.574008810573,0.900050704225352,14.6478873239437,7.58802816901408,0.422816901408451,1458.33
"TX","Kent",154.72,210.812857142857,87.3928571428571,122.178571428571,0,"GE Wind",56,"GE2.82-127",11808.0989285714,148.417857142857,0.97995,16,8.02375,0.433875,902.51
"TX","Kinney",99,99,80,100,0,"Vestas",55,"V100-1.8",7853.98,130.1,0.848468571428571,14.1142857142857,7.04171428571429,0.4052,1360.06
"TX","Knox",983.46,243.204347826087,99.2246376811594,134.760869565217,0,"Vestas",276,"GE2.82-127",14512.310326087,166.601811594203,1,16,7.76,0.426,850.62
"TX","Lamb",27.6,148.35,87,126,0,"Vestas",8,"V126-3.45",12468.98,150,1,16,8.24,0.447,1016.18
"TX","Limestone",431.24,300.56972972973,85.3175675675676,134.182432432432,0,"Nordex",148,"AW140/3000",14180.8562837838,152.502027027027,0.9986,16,7.56,0.415,905.29
"TX","Lubbock",17.5,8.26923076923077,72.3076923076923,62.3076923076923,0,"Fuhrlander",13,"FL1000",3229.79923076923,103.384615384615,0.855114285714286,14,7.93428571428571,0.431928571428571,895.6
"TX","Lynn",766.56,254.832578616352,85.7389937106918,117.751572327044,0,"GE Wind",318,"GE2.5-127",11011.4393396226,144.57893081761,1,16,7.665,0.396846153846154,891.87
"TX","Martin",120,120,80,77,0,"GE Wind",80,"GE1.5-77",4656.63,118.6,0.997788888888889,16,7.61333333333333,0.395555555555556,914.94
"TX","Matagorda",148.05,151.2,87.5,125,0,"Nordex",47,"AW125/3150",12271.85,150,1,16,7.22,0.364,1100.28
"TX","McCulloch",339.88,169.94,89.5234375,117.7421875,0,"GE Wind",128,"GW109",10950.301015625,148.34921875,0.98,16,8.5,0.525,1065.6
"TX","McLennan",42,300,82,140,0,"Nordex",14,"AW140/3000",15393.8,152.1,0.974866666666667,15.8095238095238,7.05523809523809,0.415380952380952,1037.1
"TX","Mills",622.2,203.739830508475,93.0127118644068,116.85593220339,0,"Vestas",236,"V110-2.0",11030.3930084746,151.477118644068,0.9977125,16,7.80375,0.47575,748.26
"TX","Mitchell",257.3,147.949029126214,74.3932038834951,69.9805825242718,0,"Mitsubishi",206,"MWT62/1.0",3909.70966019417,109.42427184466,1,16,8.09,0.4492,911.09
"TX","Moore",98.25,20.9166666666667,76.5138888888889,69.9583333333333,0,"Suzlon",72,"S64",3876.825,111.486111111111,0.967709677419355,15.5645161290323,8.18556451612903,0.445467741935484,899.69
"TX","Nolan",2295.02,172.937665010646,76.8509581263307,81.720085166785,0,"GE Wind",1409,"MWT62/1.0",5486.65439318666,117.747267565649,0.978824858757062,15.7514124293785,8.48870056497175,0.480254237288136,912
"TX","Nueces",484.125,229.8042,85.0566666666667,127.566666666667,0,"Nordex",150,"AW125/3000",12870.6708666667,148.84,0.822895,13.4,7.1885,0.4173,838.48
"TX","Ochiltree",209.1,249.9,80,100,0,"GE Wind",123,"GE1.7-100",7853.98,130.1,0.984037078651685,15.8202247191011,8.42389513108614,0.477827715355805,917.63
"TX","Oldham",888.25,168.833533653846,80,98.125,0,"Siemens",416,"SWT-2.3-108",7605.53492788462,129.088221153846,0.88523596214511,14.6940063091483,8.60501577287066,0.445908517350158,1500.53
"TX","Parmer",230.4,230.4,80,107,0,"GE Wind",96,"GE2.4-107",8992.02,133.5,0.9690775,15.6,8.353,0.458375,880.78
"TX","Pecos",653.44,95.6612920353982,58.8672566371681,63.4176991150443,0,"Gamesa",565,"G47-0.66",3579.09644247788,90.592389380531,0.913104333333333,15.0733333333333,8.38736666666667,0.453966666666667,4763.85
"TX","Potter",11.5,78.2,80,101,0,"Siemens",5,"SWT-2.3-101",8011.85,130.5,0.871956164383562,14.3424657534247,8.43041095890411,0.462232876712329,908.37
"TX","Randall",166.77,160.88652173913,80.7246376811594,107.420289855072,0,"GE Wind",69,"GE2.4-107",9072.23304347826,134.436231884058,0.99858125,16,8.33677083333333,0.4563125,911.54
"TX","Reagan",262.5,300,90,116,0,"GE Wind",105,"GE2.5-116",10568.32,148.1,0.969842857142857,15.6190476190476,8.27619047619048,0.447095238095238,1175.3
"TX","Refugio",220,220,92,120,0,"Vestas",100,"V120-2.2",11309.73,152.1,0.99526875,16,6.870625,0.3309375,770.44
"TX","Roberts",175.75,288.6,80,87,0,"GE Wind",95,"GE1.85-87",5944.68,123.402105263158,1,16,8.59689393939394,0.484560606060606,924.06
"TX","San Patricio",977.68,214.791612149533,85.1004672897196,108.665887850467,0,"Vestas",428,"V82-1.65",9542.06273364486,139.417289719626,0.933220833333333,15.1666666666667,7.18666666666667,0.394333333333333,693.45
"TX","Schleicher",225.1,192.630434782609,84.1304347826087,114.95652173913,0,"Siemens Gamesa Renewable Energy",92,"SG-2.625-120",10473.93,141.708695652174,0.95454,15.6666666666667,8.17166666666667,0.4991,1310.63
"TX","Scurry",1167.465,171.071657940663,82.8726003490401,95.774520069808,0,"GE Wind",573,"GE1.5-77",7642.79539267016,130.825654450262,0.944604285714286,15.3714285714286,8.141,0.447014285714286,905.44
"TX","Shackelford",511.6,167.637551020408,78.5877551020408,87.3265306122449,0,"Gamesa",245,"G83-2.0",6002.12653061225,122.285714285714,0.952745762711864,15.4915254237288,8.2,0.473847457627119,914.29
"TX","Sherman",20,10,72.5,64,0,"Suzlon",16,"S64",3216.99,104.4,0.971933333333333,15.6190476190476,8.32238095238095,0.464142857142857,923.04
"TX","Starr",1066.6,186.598568019093,98.7708830548926,118.976133651551,0,"Vestas",419,"V110-2.0",11245.5914797136,158.291408114558,0.85841052631579,14.4736842105263,7.10052631578947,0.395921052631579,1223.18
"TX","Sterling",1009.1,268.913833333333,79.6316666666667,92.5196666666667,0,"GE Wind",600,"GE1.5-91",6769.67935,125.968666666667,0.919161333333333,15.04,7.52733333333333,0.39764,923.45
"TX","Stonewall",50.12,225.662222222222,88,124,0,"GE Wind",18,"GE2.82-127",12132.8333333333,149.922222222222,1,16,7.635,0.41,916.31
"TX","Taylor",652,182.717756756757,79.7405405405405,89.4621621621622,0,"GE Wind",370,"GE1.5-87",6341.21835135135,124.427837837838,0.971927586206897,15.7011494252874,8.51781609195402,0.485310344827586,915.55
"TX","Throckmorton",350.15,350.15,103.215189873418,144.392405063291,0,"Nordex",79,"N149/4800",16475.8383544304,175.411392405063,0.791752941176471,13.6470588235294,7.48941176470588,0.423,912.55
"TX","Tom Green",89.6,160,80,91,0,"GE Wind",56,"GE1.6-91",6503.88,125.6,0.836012962962963,14.037037037037,7.96907407407407,0.464851851851852,1521.97
